Time,Qobs,Qmhm,Qmhm_mat
11/4/1950 23:00,,26.56747575,
11/5/1950 23:00,,28.61220855,
11/6/1950 23:00,,31.32277958,
11/7/1950 23:00,,33.87889669,
11/8/1950 23:00,,34.84823615,
11/9/1950 23:00,,34.0254689,
11/10/1950 23:00,,32.57851393,
11/11/1950 23:00,,31.27535145,
11/12/1950 23:00,,31.05828382,
11/13/1950 23:00,,32.40204458,
11/14/1950 23:00,,34.92677821,
11/15/1950 23:00,,37.98582785,
11/16/1950 23:00,,40.14695357,
11/17/1950 23:00,,42.11362562,
11/18/1950 23:00,,43.49190746,
11/19/1950 23:00,,43.80528175,
11/20/1950 23:00,,44.15118715,
11/21/1950 23:00,,44.94437659,
11/22/1950 23:00,,45.64282767,
11/23/1950 23:00,,46.51513857,
11/24/1950 23:00,,48.46696215,
11/25/1950 23:00,,52.10215369,
11/26/1950 23:00,,57.44865496,
11/27/1950 23:00,,61.82956595,
11/28/1950 23:00,,65.33019236,
11/29/1950 23:00,,68.12993857,
11/30/1950 23:00,,69.68216439,
12/1/1950 23:00,,69.26760514,
12/2/1950 23:00,,67.41914467,
12/3/1950 23:00,,62.39009076,
12/4/1950 23:00,,55.2801506,
12/5/1950 23:00,,49.08716447,
12/6/1950 23:00,,45.27797979,
12/7/1950 23:00,,43.09296761,
12/8/1950 23:00,,41.63925632,
12/9/1950 23:00,,40.55333177,
12/10/1950 23:00,,39.8656974,
12/11/1950 23:00,,39.76546485,
12/12/1950 23:00,,40.29821361,
12/13/1950 23:00,,41.79503774,
12/14/1950 23:00,,44.00636821,
12/15/1950 23:00,,46.4135539,
12/16/1950 23:00,,48.37182219,
12/17/1950 23:00,,49.22507502,
12/18/1950 23:00,,50.22351066,
12/19/1950 23:00,,52.1014091,
12/20/1950 23:00,,53.74966343,
12/21/1950 23:00,,55.4374756,
12/22/1950 23:00,,59.76136173,
12/23/1950 23:00,,64.3501655,
12/24/1950 23:00,,66.85702766,
12/25/1950 23:00,,68.94719623,
12/26/1950 23:00,,71.285083,
12/27/1950 23:00,,72.21133279,
12/28/1950 23:00,,72.50237212,
12/29/1950 23:00,,69.30800924,
12/30/1950 23:00,,66.59555164,
12/31/1950 23:00,,67.43053698,
1/1/1951 23:00,,69.47371743,
1/2/1951 23:00,,71.89849223,
1/3/1951 23:00,,72.72581313,
1/4/1951 23:00,,69.53500736,
1/5/1951 23:00,,63.61910382,
1/6/1951 23:00,,57.76267692,
1/7/1951 23:00,,51.80047728,
1/8/1951 23:00,,47.77558117,
1/9/1951 23:00,,45.47478066,
1/10/1951 23:00,,43.99494534,
1/11/1951 23:00,,44.29487282,
1/12/1951 23:00,,46.16081028,
1/13/1951 23:00,,47.67218889,
1/14/1951 23:00,,46.62621509,
1/15/1951 23:00,,44.34498286,
1/16/1951 23:00,,42.43666766,
1/17/1951 23:00,,40.7249259,
1/18/1951 23:00,,40.04465988,
1/19/1951 23:00,,43.32129148,
1/20/1951 23:00,,48.63902595,
1/21/1951 23:00,,50.67697674,
1/22/1951 23:00,,50.09520489,
1/23/1951 23:00,,47.61588356,
1/24/1951 23:00,,43.51611304,
1/25/1951 23:00,,40.20786106,
1/26/1951 23:00,,39.55629329,
1/27/1951 23:00,,41.38430848,
1/28/1951 23:00,,42.5552437,
1/29/1951 23:00,,42.80598894,
1/30/1951 23:00,,43.77777726,
1/31/1951 23:00,,45.51443627,
2/1/1951 23:00,,44.52809158,
2/2/1951 23:00,,43.74074616,
2/3/1951 23:00,,44.37737707,
2/4/1951 23:00,,43.66153611,
2/5/1951 23:00,,42.4594477,
2/6/1951 23:00,,43.18661085,
2/7/1951 23:00,,46.98752369,
2/8/1951 23:00,,52.55674298,
2/9/1951 23:00,,57.42339302,
2/10/1951 23:00,,60.923738,
2/11/1951 23:00,,62.17316976,
2/12/1951 23:00,,60.6392,
2/13/1951 23:00,,56.17557289,
2/14/1951 23:00,,48.48353358,
2/15/1951 23:00,,41.74017112,
2/16/1951 23:00,,35.66287699,
2/17/1951 23:00,,30.80275974,
2/18/1951 23:00,,27.67942547,
2/19/1951 23:00,,25.92762861,
2/20/1951 23:00,,24.54485148,
2/21/1951 23:00,,23.12502538,
2/22/1951 23:00,,21.8772632,
2/23/1951 23:00,,20.79019523,
2/24/1951 23:00,,19.84053737,
2/25/1951 23:00,,19.00596382,
2/26/1951 23:00,,18.27222504,
2/27/1951 23:00,,17.62524358,
2/28/1951 23:00,,17.05295779,
3/1/1951 23:00,,16.81448888,
3/2/1951 23:00,,16.93046059,
3/3/1951 23:00,,16.75880026,
3/4/1951 23:00,,16.33274177,
3/5/1951 23:00,,15.88447593,
3/6/1951 23:00,,15.48184948,
3/7/1951 23:00,,15.24239493,
3/8/1951 23:00,,15.10773424,
3/9/1951 23:00,,14.79784594,
3/10/1951 23:00,,14.49441629,
3/11/1951 23:00,,14.21972644,
3/12/1951 23:00,,13.97004808,
3/13/1951 23:00,,13.74289586,
3/14/1951 23:00,,13.53498935,
3/15/1951 23:00,,13.34269011,
3/16/1951 23:00,,13.16522891,
3/17/1951 23:00,,13.00071692,
3/18/1951 23:00,,12.84725799,
3/19/1951 23:00,,12.70381298,
3/20/1951 23:00,,12.56887432,
3/21/1951 23:00,,12.4417371,
3/22/1951 23:00,,12.32140792,
3/23/1951 23:00,,12.20722731,
3/24/1951 23:00,,12.09853547,
3/25/1951 23:00,,11.99730428,
3/26/1951 23:00,,11.90218988,
3/27/1951 23:00,,11.80617655,
3/28/1951 23:00,,11.7137024,
3/29/1951 23:00,,11.62691168,
3/30/1951 23:00,,11.54423433,
3/31/1951 23:00,,11.46073413,
4/1/1951 23:00,,11.37933459,
4/2/1951 23:00,,11.30032251,
4/3/1951 23:00,,11.22350485,
4/4/1951 23:00,,11.14871108,
4/5/1951 23:00,,11.07579025,
4/6/1951 23:00,,11.00460844,
4/7/1951 23:00,,10.93504665,
4/8/1951 23:00,,10.86699885,
4/9/1951 23:00,,10.80037037,
4/10/1951 23:00,,10.73507645,
4/11/1951 23:00,,10.67104105,
4/12/1951 23:00,,10.60819575,
4/13/1951 23:00,,10.54647881,
4/14/1951 23:00,,10.48583441,
4/15/1951 23:00,,10.42621189,
4/16/1951 23:00,,10.36756515,
4/17/1951 23:00,,10.30985215,
4/18/1951 23:00,,10.2530344,
4/19/1951 23:00,,10.19707656,
4/20/1951 23:00,,10.17482252,
4/21/1951 23:00,,10.18311956,
4/22/1951 23:00,,10.13218022,
4/23/1951 23:00,,10.07811847,
4/24/1951 23:00,,10.02152617,
4/25/1951 23:00,,9.974063978,
4/26/1951 23:00,,9.942670978,
4/27/1951 23:00,,9.924109291,
4/28/1951 23:00,,9.90009538,
4/29/1951 23:00,,9.867871727,
4/30/1951 23:00,,9.860890783,
5/1/1951 23:00,,9.958515782,
5/2/1951 23:00,,10.04895375,
5/3/1951 23:00,,9.967929367,
5/4/1951 23:00,,9.906619093,
5/5/1951 23:00,,9.878298972,
5/6/1951 23:00,,9.867122071,
5/7/1951 23:00,,9.863100083,
5/8/1951 23:00,,9.885693827,
5/9/1951 23:00,,9.923505385,
5/10/1951 23:00,,10.0618566,
5/11/1951 23:00,,11.22504327,
5/12/1951 23:00,,14.8490456,
5/13/1951 23:00,,21.06629398,
5/14/1951 23:00,,26.30766806,
5/15/1951 23:00,,30.56745431,
5/16/1951 23:00,,42.64086068,
5/17/1951 23:00,,50.7006637,
5/18/1951 23:00,,47.27208132,
5/19/1951 23:00,,45.03831126,
5/20/1951 23:00,,42.08355705,
5/21/1951 23:00,,40.14616705,
5/22/1951 23:00,,39.80792399,
5/23/1951 23:00,,38.93251357,
5/24/1951 23:00,,37.907334,
5/25/1951 23:00,,36.72483585,
5/26/1951 23:00,,34.67477929,
5/27/1951 23:00,,33.4425399,
5/28/1951 23:00,,32.24471377,
5/29/1951 23:00,,30.47284335,
5/30/1951 23:00,,31.17497145,
5/31/1951 23:00,,33.68143498,
6/1/1951 23:00,,34.28915994,
6/2/1951 23:00,,37.13871487,
6/3/1951 23:00,,39.0360121,
6/4/1951 23:00,,36.3934737,
6/5/1951 23:00,,34.21443981,
6/6/1951 23:00,,32.38582951,
6/7/1951 23:00,,30.77298534,
6/8/1951 23:00,,29.53736761,
6/9/1951 23:00,,28.95852335,
6/10/1951 23:00,,28.99717611,
6/11/1951 23:00,,29.25472636,
6/12/1951 23:00,,30.44980236,
6/13/1951 23:00,,37.47528379,
6/14/1951 23:00,,46.85343481,
6/15/1951 23:00,,47.24357786,
6/16/1951 23:00,,47.23342868,
6/17/1951 23:00,,47.97500545,
6/18/1951 23:00,,45.82032067,
6/19/1951 23:00,,43.22546449,
6/20/1951 23:00,,41.32488761,
6/21/1951 23:00,,40.41506078,
6/22/1951 23:00,,41.59058065,
6/23/1951 23:00,,43.60987353,
6/24/1951 23:00,,42.47500422,
6/25/1951 23:00,,40.00246413,
6/26/1951 23:00,,38.3406998,
6/27/1951 23:00,,36.60188967,
6/28/1951 23:00,,34.95006365,
6/29/1951 23:00,,33.50624806,
6/30/1951 23:00,,32.14422861,
7/1/1951 23:00,,32.50256398,
7/2/1951 23:00,,37.02829809,
7/3/1951 23:00,,42.61231266,
7/4/1951 23:00,,48.69109105,
7/5/1951 23:00,,55.67693912,
7/6/1951 23:00,,54.49014688,
7/7/1951 23:00,,48.88927422,
7/8/1951 23:00,,45.61203899,
7/9/1951 23:00,,45.55074694,
7/10/1951 23:00,,45.91810435,
7/11/1951 23:00,,46.01824823,
7/12/1951 23:00,,45.55343794,
7/13/1951 23:00,,44.84146338,
7/14/1951 23:00,,44.06258295,
7/15/1951 23:00,,42.60638379,
7/16/1951 23:00,,41.49693862,
7/17/1951 23:00,,40.80966006,
7/18/1951 23:00,,39.73596944,
7/19/1951 23:00,,38.74485302,
7/20/1951 23:00,,37.92194279,
7/21/1951 23:00,,37.29202961,
7/22/1951 23:00,,36.48041264,
7/23/1951 23:00,,35.70248079,
7/24/1951 23:00,,35.26132945,
7/25/1951 23:00,,34.99741637,
7/26/1951 23:00,,35.37178241,
7/27/1951 23:00,,35.62055652,
7/28/1951 23:00,,35.94266351,
7/29/1951 23:00,,36.14424287,
7/30/1951 23:00,,36.19533772,
7/31/1951 23:00,,35.37993462,
8/1/1951 23:00,,34.03896411,
8/2/1951 23:00,,32.70920324,
8/3/1951 23:00,,31.61875696,
8/4/1951 23:00,,31.58036595,
8/5/1951 23:00,,33.12552749,
8/6/1951 23:00,,35.31693014,
8/7/1951 23:00,,37.89560663,
8/8/1951 23:00,,39.13830614,
8/9/1951 23:00,,38.41364982,
8/10/1951 23:00,,38.61020107,
8/11/1951 23:00,,38.31932035,
8/12/1951 23:00,,38.22318958,
8/13/1951 23:00,,38.46486601,
8/14/1951 23:00,,37.71756689,
8/15/1951 23:00,,37.19473334,
8/16/1951 23:00,,37.93215505,
8/17/1951 23:00,,38.13973452,
8/18/1951 23:00,,36.61918587,
8/19/1951 23:00,,34.98467943,
8/20/1951 23:00,,34.1270829,
8/21/1951 23:00,,34.8855558,
8/22/1951 23:00,,36.85147365,
8/23/1951 23:00,,38.02636908,
8/24/1951 23:00,,38.41600337,
8/25/1951 23:00,,38.2462399,
8/26/1951 23:00,,36.66998512,
8/27/1951 23:00,,34.94014084,
8/28/1951 23:00,,33.57375897,
8/29/1951 23:00,,32.8169788,
8/30/1951 23:00,,32.20736647,
8/31/1951 23:00,,31.27211466,
9/1/1951 23:00,,30.21648993,
9/2/1951 23:00,,29.41748363,
9/3/1951 23:00,,28.94665075,
9/4/1951 23:00,,28.14768389,
9/5/1951 23:00,,28.39861351,
9/6/1951 23:00,,30.04717968,
9/7/1951 23:00,,29.98671946,
9/8/1951 23:00,,29.18490997,
9/9/1951 23:00,,28.25148906,
9/10/1951 23:00,,27.88729128,
9/11/1951 23:00,,27.43026246,
9/12/1951 23:00,,26.55725726,
9/13/1951 23:00,,25.91121704,
9/14/1951 23:00,,25.37618501,
