Date,Qobs,Qmhm,Qmhm_mat,Melt_total
7/4/2010,53.1,42.64593044,28.8236989,0
7/5/2010,51.9,42.6283347,28.818978,0
7/6/2010,54.5,43.89079107,30.148258,0
7/7/2010,52.9,45.6436574,31.8123008,0
7/8/2010,52,45.56852693,31.7399047,0
7/9/2010,52.4,45.20149052,31.4049454,0
7/10/2010,53.2,44.84073843,31.0823001,0
7/11/2010,52,44.78786671,31.0644621,0
7/12/2010,50.7,44.63960155,30.9117388,0
7/13/2010,49.4,43.97859126,30.2908086,0
7/14/2010,50.1,43.38209567,29.7323807,0
7/15/2010,49.5,42.84108456,29.2277538,0
7/16/2010,49,42.34788275,28.7694451,0
7/17/2010,49.1,41.89636995,28.3515022,0
7/18/2010,49,41.48031232,27.967814,0
7/19/2010,49.2,41.09504532,27.6138495,0
7/20/2010,49.2,40.7367304,27.2858653,0
7/21/2010,49.1,40.57361562,27.1563869,0
7/22/2010,49,40.45052458,27.0450121,0
7/23/2010,49,40.25131101,26.8759642,0
7/24/2010,49,40.65980314,27.3250458,0
7/25/2010,49,41.07856502,27.7154398,0
7/26/2010,49.4,40.66910624,27.3378039,0
7/27/2010,49,40.46078902,27.1686281,0
7/28/2010,49.2,40.30839822,27.0295634,0
7/29/2010,49,39.96043026,26.711849,0
7/30/2010,49,39.74988225,26.5273009,0
7/31/2010,49,39.54620949,26.3362758,0
8/1/2010,49.9,39.57656868,26.4155391,0
8/2/2010,50.7,39.72617064,26.558814,0
8/3/2010,49.8,39.40469976,26.2636661,0
8/4/2010,49.1,39.07055986,25.9567617,0
8/5/2010,49.7,39.08181408,26.0103483,0
8/6/2010,49.8,39.44280993,26.3815423,0
8/7/2010,49.2,39.73268405,26.6997128,0
8/8/2010,49,39.90599547,26.8605386,0
8/9/2010,49.3,39.90545161,26.839477,0
8/10/2010,49.1,39.9315724,26.8852041,0.824
8/11/2010,49,40.29670089,27.2939161,0.304
8/12/2010,49.2,41.13322374,28.1124565,0
8/13/2010,49.3,41.40137872,28.3662234,0
8/14/2010,49.2,41.22650474,28.2161695,0
8/15/2010,49.4,41.13405488,28.127114,0
8/16/2010,49.3,41.13024154,28.1464528,0
8/17/2010,50.4,41.50538782,28.5426996,0
8/18/2010,49.7,42.25224332,29.2989367,0
8/19/2010,50.3,42.94871928,29.9799082,1.809
8/20/2010,54.5,43.51798806,30.5813322,8.921
8/21/2010,59.6,43.82187547,30.6962018,6.139
8/22/2010,61.2,43.18196876,30.1052129,1.833
8/23/2010,55.5,42.92878932,29.9112866,0.471
8/24/2010,51.3,42.76543013,29.7599745,0
8/25/2010,54.5,42.03670143,29.0578737,0
8/26/2010,52.4,41.43194224,28.4665421,0
8/27/2010,50.7,40.98737115,27.9906677,0
8/28/2010,52.2,41.01456851,27.987503,0
8/29/2010,50.1,41.12983499,28.0815389,2.732
8/30/2010,57.5,40.87945382,27.8504741,1.665
8/31/2010,52.1,41.22389092,28.2274025,0.385
9/1/2010,49.7,42.41430548,29.4775448,0
9/2/2010,49.8,43.06746832,30.0940341,0
9/3/2010,49.1,42.80711976,29.8219759,0
9/4/2010,49.5,42.21404369,29.2532312,0
9/5/2010,49.5,41.46150863,28.5396059,1.277
9/6/2010,54,40.79882221,27.9236274,3.153
9/7/2010,54.6,40.26366475,27.4605731,6.084
9/8/2010,59.3,39.85410994,27.1389266,6.373
9/9/2010,62.7,39.55464738,26.8590699,2.296
9/10/2010,57.2,39.69628851,26.9912132,0.326
9/11/2010,54.6,39.78305916,27.0714551,1.373
9/12/2010,51.8,40.03079503,27.3972777,0.004
9/13/2010,50,40.63215069,27.9479448,0
9/14/2010,50.3,40.21007909,27.4934134,0
9/15/2010,49.9,39.64244687,26.9093443,0
9/16/2010,50.1,39.16945146,26.3917569,0
9/17/2010,53.2,38.78356009,26.0042539,4.972
9/18/2010,55.8,38.49015018,25.7675678,5.209
9/19/2010,55.3,38.22707378,25.5268023,3.185
9/20/2010,57.4,37.97419516,25.2203369,0
9/21/2010,53.3,37.73284406,24.8861371,0
9/22/2010,55.5,37.37091067,24.5211182,0
9/23/2010,54.3,37.05201752,24.2028074,0
9/24/2010,56.3,36.7498112,23.9140076,0.818
9/25/2010,54.6,36.49643611,23.6186666,0.313
9/26/2010,55.5,36.43343869,23.4505074,0
9/27/2010,69.3,37.36295823,24.3864539,0
9/28/2010,65.7,38.49810522,25.5111014,0
9/29/2010,64.3,38.23655625,25.2857768,0
9/30/2010,63.3,37.91251742,25.0080482,0
10/1/2010,57.7,37.63910521,24.7590617,0
10/2/2010,53.5,37.24889044,24.3611861,0.185
10/3/2010,57,36.91672365,23.9585077,0
10/4/2010,75.5,36.62493983,23.5885235,0
10/5/2010,66.9,36.41695222,23.3171488,0
10/6/2010,64.6,36.27902144,23.0972634,0
10/7/2010,65.6,36.02374393,22.8121444,0
10/8/2010,69,35.95916934,22.5781713,0
10/9/2010,69.2,36.2124781,22.4266591,0
10/10/2010,72.7,36.6443825,22.3386451,0
10/11/2010,81.7,37.2238465,22.2972699,0.143
10/12/2010,98.7,38.00447492,22.3326891,0
10/13/2010,99.9,39.08165357,22.5084588,0
10/14/2010,92.5,39.58495731,22.5084189,0
10/15/2010,74.7,39.68658797,22.4643648,0
10/16/2010,68.6,40.08566172,22.4974885,0
10/17/2010,69.7,40.86687932,22.5897551,0
10/18/2010,86.8,42.60396525,23.0545006,0
10/19/2010,84.8,44.95284168,23.8324353,0.227
10/20/2010,92.2,47.28697294,24.7520145,0
10/21/2010,88.9,49.56143683,25.7863132,0
10/22/2010,91.2,51.82949329,26.7744114,0
10/23/2010,78.2,53.55352323,27.4826181,0
10/24/2010,67.7,54.27629214,27.7010332,0
10/25/2010,82.7,55.40021341,28.0573798,0
10/26/2010,83.3,58.99987285,29.7839076,0.134
10/27/2010,88,63.44112169,31.9687242,0
10/28/2010,73,65.52484246,33.1425202,0
10/29/2010,69,63.90104284,32.8005369,0
10/30/2010,65.4,61.09485634,31.7568498,1.198
10/31/2010,68.2,60.37820053,31.5015115,3.853
11/1/2010,72.9,63.00055232,32.8087135,0.096
11/2/2010,89.3,65.01007237,34.9255952,0.135
11/3/2010,98.7,67.51692761,38.5046974,0
11/4/2010,80,69.99514555,41.5279555,0
11/5/2010,82.3,69.85384967,42.2792057,0
11/6/2010,95.8,71.61548968,45.0082988,0.324
11/7/2010,138,87.37816606,60.2566812,2.017
11/8/2010,120,104.7561386,74.3906084,0
11/9/2010,96.4,95.76013092,66.2311676,2.399
11/10/2010,102,89.7144031,61.0899454,0
11/11/2010,101,86.63833461,57.5040475,0
11/12/2010,102,85.90790359,55.3008671,0
11/13/2010,99.5,86.74623098,55.3064529,0
11/14/2010,102,87.45764267,56.7147899,0
11/15/2010,100,88.78615804,58.724952,0
11/16/2010,103,91.38948286,61.6284315,0
11/17/2010,107,94.46797371,65.2118895,0
11/18/2010,103,99.83630291,70.6330433,0
11/19/2010,96,102.632296,72.9626859,0
11/20/2010,87.2,102.7440755,73.4368455,0
11/21/2010,90.7,103.9332429,74.4660336,0
11/22/2010,94.9,104.5702187,75.2516191,0
11/23/2010,95.7,108.6766502,79.2872789,0
11/24/2010,109,115.5355177,86.4807795,0.006
11/25/2010,109,122.9661704,93.9084896,0
11/26/2010,113,128.1405497,99.9423518,0.131
11/27/2010,114,133.7493924,104.23905,0
11/28/2010,101,131.8160362,98.3476048,0
11/29/2010,101,122.0560132,88.7352899,0
11/30/2010,96.2,115.188958,83.5494272,0
12/1/2010,96.2,112.827003,82.5913609,0
12/2/2010,97,110.4999485,80.515669,0
12/3/2010,84.5,106.4361534,76.6115728,0
12/4/2010,80.7,103.5439365,74.0527064,0
12/5/2010,88.4,103.5454726,74.6646023,0
12/6/2010,102,106.094403,77.3687623,0
12/7/2010,99.6,106.2116461,77.3758959,0
12/8/2010,89.6,105.7594417,77.2554117,0
12/9/2010,93.1,108.3972403,80.2375871,0
12/10/2010,87.5,108.7500845,80.598766,0
12/11/2010,80.4,105.6231978,77.6176596,0
12/12/2010,76.2,101.1480138,72.9218153,0.949
12/13/2010,78.5,97.63402523,69.9667299,0.978
12/14/2010,101,100.4292523,73.38811,0.416
12/15/2010,121,106.2984162,79.6771052,0
12/16/2010,109,114.0786154,87.4948385,0
12/17/2010,101,119.2586279,92.7317448,0
12/18/2010,95.3,119.705344,93.1166672,0
12/19/2010,91.4,117.1577225,90.660023,0
12/20/2010,93.3,116.3407072,90.4612454,0.904
12/21/2010,111,120.9912745,96.6562686,2.004
12/22/2010,122,126.2412943,97.815215,1.594
12/23/2010,127,126.1484647,95.4162725,0.337
12/24/2010,113,121.8102227,91.3608149,0.922
12/25/2010,113,113.75792,84.2380054,2.121
12/26/2010,123,110.7667354,82.9531411,1.446
12/27/2010,126,111.7948214,84.8665864,1.195
12/28/2010,107,114.1866502,87.5202397,1.347
12/29/2010,102,118.267385,91.5555315,0.467
12/30/2010,88.1,119.9610073,93.048565,0.371
12/31/2010,85.5,117.9059523,91.2863239,0.882
1/1/2011,87.7,119.0385374,92.7172596,1.547
1/2/2011,94.6,126.6947967,100.4846019,1.228
1/3/2011,83.6,134.1105369,107.282896,0.743
1/4/2011,82.8,133.9136123,107.4126072,0
1/5/2011,73.8,132.4234358,106.0456563,1.596
1/6/2011,82.7,128.7460472,102.9708867,1.167
1/7/2011,80.4,128.5848888,102.9659583,0.736
1/8/2011,83.3,127.3475704,102.1159092,1.296
1/9/2011,85.9,130.5773245,105.7665799,1.523
1/10/2011,80.8,137.0435867,111.9746265,1.534
1/11/2011,87.3,139.5767101,114.7709947,1.76
1/12/2011,93.7,143.9543635,119.6286691,1.951
1/13/2011,94,149.8945784,125.7032534,1.189
1/14/2011,91.4,153.8684689,129.7947813,1.683
1/15/2011,92.3,155.6395035,132.071266,1.067
1/16/2011,88.7,148.8714328,124.4202048,0.343
1/17/2011,85.4,137.645192,113.5287564,1.618
1/18/2011,89.3,131.7543624,108.2309082,1.358
1/19/2011,99.4,127.1978581,104.1055484,0.76
1/20/2011,96.9,124.6754607,102.0788042,1.348
1/21/2011,100,128.576107,106.3741964,1.174
1/22/2011,99.7,137.7177964,115.5880854,2.025
1/23/2011,108,153.4441366,131.2207484,2.097
1/24/2011,109,174.1772911,149.3707927,2.057
1/25/2011,103,185.8858437,159.3199426,1.27
1/26/2011,100,186.1269716,160.1558055,1.297
1/27/2011,98.5,180.3829523,154.8039694,1.441
1/28/2011,101,174.4065242,149.5221547,2.11
1/29/2011,105,171.8882504,147.8551362,1.714
1/30/2011,102,164.0901613,140.1274738,0.87
1/31/2011,99.7,151.1721083,127.7670773,1.009
2/1/2011,97.3,139.3788955,117.1095476,2.596
2/2/2011,102,135.342961,113.7414177,2.126
2/3/2011,102,132.9145613,111.7782357,1.327
2/4/2011,102,130.6980885,110.3179387,2.376
2/5/2011,107,131.7534098,111.8547624,2.4
2/6/2011,112,133.8801035,114.4208373,1.194
2/7/2011,108,135.8376925,116.6891236,0.756
2/8/2011,105,138.6317758,120.0272366,0.748
2/9/2011,88.2,145.7807468,127.5088403,0.192
2/10/2011,79.3,148.7746441,130.5560092,0
2/11/2011,78.8,143.6157608,125.8332894,0
2/12/2011,70.8,134.4519743,116.9720836,0
2/13/2011,62.7,123.4706851,106.5844159,0.85
2/14/2011,67.2,120.1525691,103.8234645,1.932
2/15/2011,73.9,123.2847401,107.1824735,1.113
2/16/2011,80.9,124.4972283,108.4710596,0.662
2/17/2011,75.8,119.7827418,104.2862165,1.135
2/18/2011,75.5,112.8810006,97.3315248,1.222
2/19/2011,76.8,111.1479202,95.9543652,1.226
2/20/2011,72,110.8653309,95.7539991,1.087
2/21/2011,78.6,107.1718223,92.3095889,1.111
2/22/2011,80.4,103.6477078,88.9342493,0.705
2/23/2011,79.5,99.85562923,85.4295382,0.695
2/24/2011,72.1,95.9857473,81.7727221,0
2/25/2011,64.1,91.85126605,77.815832,0.478
2/26/2011,72.3,88.52439703,74.8599552,1.529
2/27/2011,78.3,89.98230532,76.6312582,2.306
2/28/2011,85.2,95.44762197,82.3603917,2.055
3/1/2011,89.4,101.2473413,84.5806325,1.701
3/2/2011,89.6,102.9081467,74.809427,1.089
3/3/2011,90.5,103.6209708,66.3687186,1.441
3/4/2011,89.1,105.4641557,60.0228124,1.402
3/5/2011,78.9,107.3277111,56.0801858,1.03
3/6/2011,71.4,105.6032007,52.7809622,0.624
3/7/2011,72.8,100.3438265,49.8462717,0.943
3/8/2011,79.7,97.66478804,47.6828873,1.648
3/9/2011,83.1,97.42236412,45.7966994,1.291
3/10/2011,83.7,96.42252044,44.2998444,0.658
3/11/2011,71.6,94.41368898,44.3332339,0
3/12/2011,58.7,91.51536476,46.0295153,0.019
3/13/2011,58.1,85.57172912,46.6682066,0.408
3/14/2011,61.2,77.33467016,45.2433436,0
3/15/2011,51.9,71.48165661,44.8681825,0.018
3/16/2011,52.1,67.06111477,44.7243217,0.038
3/17/2011,60.5,62.8404034,43.2636318,0.243
3/18/2011,55.4,60.32213989,42.0189715,1.166
3/19/2011,62,58.78603836,41.4031007,0.942
3/20/2011,61.9,58.15578365,41.3208568,1.021
3/21/2011,64.2,57.90501571,41.4222766,0.91
3/22/2011,61.7,57.42735698,41.1111988,0.246
3/23/2011,59.5,56.79400073,40.1954258,0.334
3/24/2011,57.2,56.31800379,39.1693478,0.506
3/25/2011,56.9,55.65132507,38.3556979,0
3/26/2011,53.7,54.50022834,37.7767599,0.031
3/27/2011,53.3,53.30291457,37.0601561,0
3/28/2011,53.3,52.3291487,36.3001058,0.49
3/29/2011,54.3,51.90653659,35.6135825,0.772
3/30/2011,53.6,52.22202894,35.0037669,1.226
3/31/2011,55.2,52.5832587,34.4597282,1.195
4/1/2011,54.6,52.63057224,33.9676501,1.029
4/2/2011,52.3,52.77322621,33.5201885,0.96
4/3/2011,54.5,52.72121064,33.1081271,0.328
4/4/2011,54.6,52.31239493,32.7306328,0.842
4/5/2011,56.2,52.79370719,32.3951812,1.805
4/6/2011,58.2,54.53641652,32.0875518,0.948
4/7/2011,57.2,55.78388093,31.7940556,0.61
4/8/2011,54.4,56.99419249,31.5267685,1.801
4/9/2011,54.7,58.55026256,31.2880435,1.868
4/10/2011,56,61.83903558,32.0165772,0
4/11/2011,50,64.23080329,33.0486361,0.377
4/12/2011,49.4,60.76289399,32.6228821,0
4/13/2011,49,57.048901,32.6697455,0
4/14/2011,49,54.22492171,33.3017004,0
4/15/2011,49.6,52.74824208,33.4190385,0
4/16/2011,49.4,51.01521329,32.9555792,0.419
4/17/2011,49.7,49.43996161,32.4835879,0
4/18/2011,49.6,48.14240918,32.1358393,0.077
4/19/2011,49.6,47.03993562,31.8407644,0
4/20/2011,49.6,45.97236483,31.4848328,0
4/21/2011,49.5,45.02806545,31.159879,0
4/22/2011,49,44.86596174,31.5730873,0
4/23/2011,49.9,45.25498887,32.3313532,0.098
4/24/2011,49.8,44.31979147,31.7969771,0
4/25/2011,50.6,43.50328299,31.3420255,0.541
4/26/2011,50.1,42.87263096,31.0311236,0.279
4/27/2011,49.8,42.3690243,30.7930425,0.117
4/28/2011,48.8,41.8716371,30.533509,0
4/29/2011,48.6,41.35653991,30.228515,0
4/30/2011,48.3,40.83014235,29.8950949,0
5/1/2011,48.4,40.34291689,29.5836468,0
5/2/2011,48,39.89262703,29.2942804,0.039
5/3/2011,47.6,39.48462047,29.0330653,0
5/4/2011,47.4,39.16168562,28.8528011,1.164
5/5/2011,47,39.05943207,28.8920015,1.154
5/6/2011,46.4,39.1981127,29.1469362,1.212
5/7/2011,45.6,39.3304191,29.3654964,0
5/8/2011,45.8,39.18896726,29.290554,0.416
5/9/2011,45.7,38.79001264,28.9779062,0.13
5/10/2011,45,38.45849964,28.7254252,0
5/11/2011,45.1,38.187755,28.5305605,0.477
5/12/2011,45.1,38.18381997,28.6177397,0.65
5/13/2011,44.3,38.43524655,28.925353,0.546
5/14/2011,44.1,38.3305786,28.8829439,1.061
5/15/2011,43.5,38.21897251,28.8462482,1.004
5/16/2011,43,38.20405872,28.8825369,0
5/17/2011,42.5,37.92248061,28.6436548,0
5/18/2011,42.4,37.56418918,28.3371794,0.013
5/19/2011,41.8,37.32978035,28.1495747,0
5/20/2011,41.4,37.14233524,28.0044456,0
5/21/2011,41.2,36.94702977,27.8467048,0
5/22/2011,40.8,36.71657297,27.6545071,0
5/23/2011,40.6,36.46498899,27.4345867,0
5/24/2011,40.1,36.19016738,27.2101791,0
5/25/2011,40.2,35.95231205,27.0209617,0
5/26/2011,39.9,35.71152392,26.8076839,0.201
5/27/2011,36.3,35.52372456,26.641082,0
5/28/2011,34.1,35.32716679,26.4816029,0
5/29/2011,34.1,35.13837564,26.3326172,0
5/30/2011,34,34.97691046,26.2075363,0
5/31/2011,34.2,34.80936303,26.0744252,0.333
6/1/2011,34.1,34.61902975,25.9219607,0
6/2/2011,34,34.43335095,25.7677621,0
6/3/2011,34.1,34.23676863,25.6075084,0
6/4/2011,34,34.05563856,25.4611394,0
6/5/2011,33.9,33.93066978,25.3781019,0
6/6/2011,33.9,33.85812212,25.3445931,0
6/7/2011,33.8,33.7627793,25.2756125,0
6/8/2011,33.9,33.68271844,25.2233499,0
6/9/2011,34.2,33.61221866,25.1753294,0
6/10/2011,34.1,33.46308426,25.0508043,1.064
6/11/2011,34.2,33.30614995,24.9161185,0.24
6/12/2011,34.3,33.1566618,24.7935262,0
6/13/2011,34.4,33.02469186,24.7083552,4.641
6/14/2011,33.9,32.88397995,24.614354,0
6/15/2011,33.9,32.73040405,24.4844406,0
6/16/2011,33.8,32.58078124,24.3630857,0
6/17/2011,33.9,32.43623386,24.2463104,0
6/18/2011,33.6,32.43400664,24.2726129,0
6/19/2011,33.7,32.62700151,24.4754759,0
6/20/2011,33.8,32.70903693,24.5716019,0
6/21/2011,33.8,32.69079914,24.574207,0
6/22/2011,33.8,32.57698103,24.4836655,0
6/23/2011,34,32.38028822,24.3184857,0
6/24/2011,33.8,32.19504465,24.1638408,0
6/25/2011,34.1,32.01952648,24.0180882,0
6/26/2011,34.4,31.85248327,23.8800399,0
6/27/2011,34,31.69301106,23.7488355,0
6/28/2011,33.7,31.54021021,23.6236163,0
6/29/2011,33.4,31.59780016,23.7142916,0
6/30/2011,34.6,31.91758457,24.0327429,0
7/1/2011,34.7,31.97252736,24.0899228,0
7/2/2011,34.7,31.76527806,23.9122635,0
7/3/2011,35,31.57114275,23.7466141,0
7/4/2011,35,31.38842254,23.5913831,0
7/5/2011,34.4,31.21571771,23.4452593,0
7/6/2011,33.1,31.0517285,23.3070154,0
7/7/2011,34.2,30.89550555,23.1757742,0
7/8/2011,35.3,30.81506003,23.1240023,0.461
7/9/2011,36,30.86097396,23.1910229,0
7/10/2011,34.5,30.93267432,23.2767255,0
7/11/2011,34.7,31.0654177,23.4243394,0
7/12/2011,34.1,31.18345667,23.544367,0
7/13/2011,34.3,31.11020039,23.4844815,0
7/14/2011,34.5,31.10579947,23.5043065,0
7/15/2011,34.5,31.86680157,24.2969079,0
7/16/2011,31.8,33.0363934,25.4239856,0
7/17/2011,31.3,33.16204688,25.5276035,0
7/18/2011,32.5,32.73204937,25.1292682,0
7/19/2011,32.9,32.34635961,24.7733105,0
7/20/2011,32.9,31.99851532,24.4534742,0
7/21/2011,32.4,31.68175187,24.1632425,0
7/22/2011,33.8,31.41180345,23.919379,0
7/23/2011,34.7,31.27421608,23.8101127,0
7/24/2011,34.4,31.28064434,23.8409193,1.659
7/25/2011,33.8,31.77191599,24.3725759,0.14
7/26/2011,32.5,32.2797665,24.8416294,0.424
7/27/2011,33.7,32.0260777,24.6196946,0
7/28/2011,30,31.87074183,24.4794846,0
7/29/2011,30.6,32.08914493,24.7333948,0
7/30/2011,30.3,33.06428697,25.7169977,0
7/31/2011,29.8,33.70335507,26.3114842,0
8/1/2011,31,33.47298762,26.0864492,0
8/2/2011,32.6,33.44830228,26.1068058,0
8/3/2011,28.7,33.50838232,26.1495588,0
8/4/2011,30.2,33.21267647,25.8929776,0
8/5/2011,28.1,33.26888225,25.9687106,0
8/6/2011,28.9,34.64409679,27.4380654,0
8/7/2011,31.6,37.03397737,29.7889237,0
8/8/2011,35.2,38.65753584,31.3769118,0
8/9/2011,35,40.6300293,33.2327769,0
8/10/2011,35,42.31690651,34.7355246,0
8/11/2011,35.7,42.41909204,34.6402334,0
8/12/2011,37.8,42.08945634,34.3718793,0
8/13/2011,34.8,42.77803962,35.0230429,0
8/14/2011,32.2,42.62805741,34.8122594,0
8/15/2011,32,41.67400357,33.8847335,0
8/16/2011,31.4,43.37184631,35.7293966,0
8/17/2011,29.3,46.70533275,38.9526235,0
8/18/2011,29.8,48.72821749,40.9853529,0
8/19/2011,29.5,49.74543033,41.8709068,0
8/20/2011,30.7,47.32702154,39.5930269,0
8/21/2011,32.5,45.3243064,37.6320051,0
8/22/2011,36.7,43.78123991,36.1390195,0
8/23/2011,40.1,42.82045149,35.2443049,0
8/24/2011,40,43.03739451,35.5323379,0
8/25/2011,35.3,43.33557793,35.8008652,0
8/26/2011,33.3,43.02003195,35.521488,0
8/27/2011,32,44.51481009,37.048904,0
8/28/2011,31,46.41063166,38.8807006,0
8/29/2011,33.2,47.51319699,40.0114607,0
8/30/2011,33.5,47.71370107,40.1606689,0
8/31/2011,34.2,46.573364,39.0942135,3.182
9/1/2011,35.5,45.65374937,38.1997054,4.141
9/2/2011,36.4,44.5455609,37.1374549,3.186
9/3/2011,34.8,44.25673711,36.9479194,1.499
9/4/2011,33.4,44.85530571,37.5564792,0
9/5/2011,32.2,44.65684948,37.3357042,0
9/6/2011,35.1,43.50708508,36.2037814,0
9/7/2011,32.8,42.39124514,35.1057997,0
9/8/2011,33.7,41.40380285,34.1229855,0
9/9/2011,36.5,42.5494064,35.3814297,0
9/10/2011,40.1,44.2035572,36.8816379,0
9/11/2011,40.8,43.45592388,36.1219384,1.047
9/12/2011,46.9,42.92465876,35.6089705,5.815
9/13/2011,50.8,42.25710963,35.0894015,12.107
9/14/2011,51.6,41.59991797,34.577638,6.287
9/15/2011,49.8,40.89847137,33.996177,6.735
9/16/2011,47.5,40.7902804,33.966215,3.392
9/17/2011,41.1,40.80766946,33.9769838,5.64
9/18/2011,41.6,39.83488947,33.17071,4.457
9/19/2011,46,38.9563462,32.4072086,3.496
9/20/2011,47.5,38.29676007,31.9036457,9.13
9/21/2011,52.4,38.05757956,31.8744947,10.063
9/22/2011,52.1,37.98641604,31.7927637,2.055
9/23/2011,47.9,37.64207169,31.4326694,8.523
9/24/2011,50.2,37.61545851,31.4918986,7.907
9/25/2011,58,38.24662141,31.9392221,6.964
9/26/2011,49.6,39.23740193,32.4859427,5.134
9/27/2011,54.1,41.42177587,33.5511656,0.136
9/28/2011,65.2,43.71999707,34.4280242,0
9/29/2011,58.3,44.48808162,34.2973443,0
9/30/2011,60.1,45.19928115,34.1233748,0
10/1/2011,61.3,46.18349915,34.0502462,0
10/2/2011,63.6,47.29723118,33.9439655,0.172
10/3/2011,70.6,48.40403885,33.8030129,0
10/4/2011,74.2,49.16629536,33.5316814,0
10/5/2011,68.6,49.95760238,33.2745596,0
10/6/2011,63.1,51.5273463,33.7171946,0
10/7/2011,56.9,53.16343754,34.8784678,0
10/8/2011,52.5,53.5394121,35.4583752,0
10/9/2011,48,51.69134718,34.5139622,1.723
10/10/2011,50.5,50.07687415,33.344859,0
10/11/2011,50.1,49.33287215,32.5925048,0
10/12/2011,51.4,48.72872567,32.3158033,0
10/13/2011,48.5,48.09734332,32.1548357,0
10/14/2011,52.3,47.99876567,32.1432971,0
10/15/2011,50,47.46055719,31.7090201,0
10/16/2011,56.4,46.71670101,30.9754005,0.217
10/17/2011,52.6,47.03498182,30.7049066,0
10/18/2011,52.8,48.05727784,30.807592,0
10/19/2011,59.5,49.88672561,31.3279877,0
10/20/2011,74,53.34098784,32.7676716,0
10/21/2011,90.6,57.73638899,34.828381,0
10/22/2011,87,60.32323192,35.9017973,0
10/23/2011,80.2,62.62089458,36.8187506,0
10/24/2011,82.8,65.62435384,38.0916785,0
10/25/2011,74.9,66.74223803,38.3923325,0
10/26/2011,75.7,67.14501281,38.3142663,0
10/27/2011,81.9,68.03279618,38.5520207,0
10/28/2011,76.3,68.3929391,38.6814051,0
10/29/2011,72.6,69.35632156,38.9527419,0
10/30/2011,75.8,72.73147784,40.1570191,0
10/31/2011,88.1,79.15399856,43.0178599,0.087
11/1/2011,92.8,82.29409932,46.0761585,0
11/2/2011,88.9,80.62871476,48.0130882,0.049
11/3/2011,85.4,80.65643175,50.7529377,0.002
11/4/2011,89.6,83.63519012,55.1089438,0
11/5/2011,87.3,88.00838149,60.4905461,0.464
11/6/2011,95.1,95.2415981,69.0591218,0.91
11/7/2011,101,101.8280048,76.2333219,0.184
11/8/2011,77.1,106.0994066,80.9534506,0.013
11/9/2011,61,107.5447804,82.3256509,0
11/10/2011,63,104.5833901,79.734639,0
11/11/2011,73.5,105.3685945,81.2980089,0.129
11/12/2011,88.2,110.1174946,86.1359454,0
11/13/2011,91.8,118.707492,94.1242791,0
11/14/2011,70.4,127.9333949,102.3643946,0.036
11/15/2011,72.5,134.0885366,108.8893141,0
11/16/2011,85.3,139.849758,113.9445234,0
11/17/2011,85.7,137.3078715,110.9214596,0
11/18/2011,84.2,134.339611,108.1084338,0
11/19/2011,78.1,136.2016382,109.9139273,0
11/20/2011,71.2,134.57376,107.3161144,0
11/21/2011,61.7,127.8434243,100.6879975,0.022
11/22/2011,71.2,129.6316382,103.9636695,0.474
11/23/2011,91.1,138.1131046,111.6358512,0
11/24/2011,92.6,138.7544128,108.9959294,0.503
11/25/2011,98,136.1655175,107.2208513,0.752
11/26/2011,106,137.7006659,110.3108643,0.73
11/27/2011,112,141.3821403,114.8333515,0.024
11/28/2011,110,144.6392731,118.3618633,1.382
11/29/2011,113,149.1345831,123.4793549,1.507
11/30/2011,115,157.291134,131.8940655,1.447
12/1/2011,115,163.2465979,138.1214422,1.36
12/2/2011,118,163.2749024,138.0768031,0.205
12/3/2011,108,158.6947338,133.3172816,0.126
12/4/2011,105,152.5385915,126.907214,0
12/5/2011,94.1,148.3895988,122.9573667,0.361
12/6/2011,97.2,147.92597,123.3248292,0.179
12/7/2011,88.9,147.9408812,123.6223125,0.275
12/8/2011,91.7,144.724638,115.4900354,0.927
12/9/2011,97,137.3089493,107.0202485,1.088
12/10/2011,96.9,127.0932792,97.6980224,0.572
12/11/2011,95.2,118.0320195,89.451426,0.691
12/12/2011,95.2,111.041413,83.6934623,1.3
12/13/2011,98,108.8007033,83.5790105,1.957
12/14/2011,105,109.9821646,85.7087717,1.784
12/15/2011,113,112.4157361,88.5098935,1.231
12/16/2011,109,114.8906644,91.2294211,0.555
12/17/2011,94.5,117.2797706,93.8587374,0.822
12/18/2011,97.2,119.7356138,96.4762807,1.423
12/19/2011,96.9,122.3687902,99.3235363,1.058
12/20/2011,88.5,124.583169,101.9007841,1.317
12/21/2011,88.3,125.4068218,103.0458201,0.603
12/22/2011,82.2,124.7652329,102.7528181,1.339
12/23/2011,82.5,124.3166723,102.8053054,1.194
12/24/2011,81.6,124.930025,103.7454639,1.43
12/25/2011,81.1,126.8886345,106.2796433,2.19
12/26/2011,87.3,134.8252176,114.6168657,2.669
12/27/2011,95,150.1533673,130.2109552,2.535
12/28/2011,100,167.3991687,147.2971668,2.561
12/29/2011,110,182.2909656,162.0572704,2.286
12/30/2011,101,195.1512605,174.5546432,2.671
12/31/2011,101,199.3137544,177.1370176,2.254
1/1/2012,108,208.0341398,184.2555932,3.506
1/2/2012,103,225.5988109,200.6624803,3.036
1/3/2012,105,243.4612826,218.5318938,2.982
1/4/2012,108,255.7745151,231.3342732,1.954
1/5/2012,100,269.6955441,245.8274567,1.75
1/6/2012,87.3,268.9295821,245.0203367,1.521
