,HBV_temp,HBV_prec,HBV_rain,HBV_snow,HBV_pe,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_refreezing,HBV_upper_gw,HBV_lower_gw,HBV_melt_off_glacier,Q_HBV,DDM_smb,pdd,DDM_temp,DDM_prec,DDM_rain,DDM_snow,DDM_accumulation_rate,DDM_ice_melt,DDM_snow_melt,DDM_total_melt,DDM_refreezing_ice,DDM_refreezing_snow,DDM_glacier_reservoir,Q_DDM,water_year,DDM_prec_updated_scaled,DDM_rain_updated_scaled,DDM_snow_updated_scaled,DDM_accumulation_rate_updated_scaled,DDM_ice_melt_updated_scaled,DDM_snow_melt_updated_scaled,DDM_total_melt_updated_scaled,DDM_refreezing_ice_updated_scaled,DDM_refreezing_snow_updated_scaled,DDM_glacier_reservoir_updated_scaled,Q_DDM_updated_scaled,Qobs,Q_Total,Prec_total,Melt_total
2009-01-01,7.851,0.0,0.0,0.0,2.098,0.0,60.894,0.0,0,0.0,0.0,0.0,0.0,-6.988,2.353,2.353,0.0,0.0,0.0,0.0,7.058,0.0,7.058,0.071,0.0,6.988,6.988,2009,0.0,0.0,0.0,0.0,0.915,0.0,0.915,0.009,0.0,0.905,0.905,0.919,0.905,0.0,0.915
2009-01-02,9.952,0.0,0.0,0.0,3.043,0.0,59.835,1.059,0,0.0,0.0,0.0,0.0,-13.228,4.454,4.454,0.0,0.0,0.0,0.0,13.361,0.0,13.361,0.134,0.0,13.228,13.228,2009,0.0,0.0,0.0,0.0,1.731,0.0,1.731,0.017,0.0,1.714,1.714,0.85,1.714,0.0,1.731
2009-01-03,11.892,0.0,0.0,0.0,3.091,0.0,58.778,1.057,0,0.0,0.0,0.0,0.0,-18.991,6.394,6.394,0.0,0.0,0.0,0.0,19.183,0.0,19.183,0.192,0.0,18.991,18.991,2009,0.0,0.0,0.0,0.0,2.485,0.0,2.485,0.025,0.0,2.461,2.461,1.133,2.461,0.0,2.485
2009-01-04,11.1,0.0,0.0,0.0,2.682,0.0,57.877,0.901,0,0.0,0.0,0.0,0.0,-16.636,5.601,5.601,0.0,0.0,0.0,0.0,16.804,0.0,16.804,0.168,0.0,16.636,16.636,2009,0.0,0.0,0.0,0.0,2.177,0.0,2.177,0.022,0.0,2.155,2.155,1.256,2.155,0.0,2.177
2009-01-05,8.695,0.0,0.0,0.0,2.466,0.0,57.062,0.816,0,0.0,0.0,0.0,0.0,-9.494,3.197,3.197,0.0,0.0,0.0,0.0,9.59,0.0,9.59,0.096,0.0,9.494,9.494,2009,0.0,0.0,0.0,0.0,1.243,0.0,1.243,0.012,0.0,1.23,1.23,1.228,1.23,0.0,1.243
2009-01-06,5.533,0.0,0.0,0.0,1.963,0.0,56.422,0.64,0,0.0,0.0,0.0,0.0,-0.105,0.035,0.035,0.0,0.0,0.0,0.0,0.106,0.0,0.106,0.001,0.0,0.105,0.105,2009,0.0,0.0,0.0,0.0,0.014,0.0,0.014,0.0,0.0,0.014,0.014,0.755,0.014,0.0,0.014
2009-01-07,5.767,0.051,0.051,0.0,2.184,0.0,55.756,0.705,0,0.0,0.011,0.0,0.0,-0.735,0.269,0.269,0.038,0.007,0.031,0.031,0.747,0.031,0.777,0.007,0.005,0.772,0.772,2009,0.005,0.001,0.004,0.004,0.097,0.004,0.101,0.001,0.001,0.1,0.1,0.558,0.1,0.056,0.101
2009-01-08,6.708,0.002,0.002,0.0,2.26,0.0,55.038,0.72,0,0.0,0.011,0.0,0.0,-3.591,1.21,1.21,0.002,0.001,0.001,0.001,3.628,0.001,3.628,0.036,0.0,3.593,3.593,2009,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.005,0.0,0.466,0.466,0.483,0.466,0.002,0.47
2009-01-09,8.62,0.0,0.0,0.0,2.616,0.0,54.215,0.823,0,0.0,0.011,0.0,0.0,-9.271,3.122,3.122,0.0,0.0,0.0,0.0,9.365,0.0,9.365,0.094,0.0,9.271,9.271,2009,0.0,0.0,0.0,0.0,1.213,0.0,1.213,0.012,0.0,1.201,1.201,0.37,1.202,0.0,1.213
2009-01-10,10.479,0.0,0.0,0.0,3.011,0.0,53.282,0.933,0,0.0,0.01,0.0,0.0,-14.794,4.981,4.981,0.0,0.0,0.0,0.0,14.944,0.0,14.944,0.149,0.0,14.794,14.794,2009,0.0,0.0,0.0,0.0,1.936,0.0,1.936,0.019,0.0,1.917,1.917,0.544,1.917,0.0,1.936
