,HBV_temp,HBV_prec,HBV_rain,HBV_snow,HBV_pe,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_refreezing,HBV_upper_gw,HBV_lower_gw,HBV_melt_off_glacier,Q_HBV,DDM_smb,pdd,DDM_temp,DDM_prec,DDM_rain,DDM_snow,DDM_accumulation_rate,DDM_ice_melt,DDM_snow_melt,DDM_total_melt,DDM_refreezing_ice,DDM_refreezing_snow,DDM_glacier_reservoir,Q_DDM,water_year,DDM_prec_updated_scaled,DDM_rain_updated_scaled,DDM_snow_updated_scaled,DDM_accumulation_rate_updated_scaled,DDM_ice_melt_updated_scaled,DDM_snow_melt_updated_scaled,DDM_total_melt_updated_scaled,DDM_refreezing_ice_updated_scaled,DDM_refreezing_snow_updated_scaled,DDM_glacier_reservoir_updated_scaled,Q_DDM_updated_scaled,Qobs,Q_Total,Prec_total,Melt_total
2011-01-01,9.57,0.33,0.33,0.0,2.807,0.0,55.258,0.0,0,0.0,0.0,0.0,0.0,-20.158,4.072,4.072,0.33,0.33,0.0,0.0,20.361,0.0,20.361,0.204,0.0,20.487,20.487,2011,0.043,0.043,0.0,0.0,2.638,0.0,2.638,0.026,0.0,2.654,2.654,0.115,2.654,0.372,2.638
2011-01-02,8.736,4.745,4.745,0.0,1.887,0.0,58.318,0.636,0,0.0,1.007,0.0,0.003,-16.027,3.238,3.238,4.745,4.745,0.0,0.0,16.189,0.0,16.189,0.162,0.0,20.772,20.772,2011,0.615,0.615,0.0,0.0,2.098,0.0,2.098,0.021,0.0,2.691,2.691,0.107,2.694,5.359,2.098
2011-01-03,7.47,1.253,1.253,0.0,1.832,0.0,58.658,0.621,0,0.0,1.247,0.0,0.014,-9.736,1.972,1.972,1.248,1.235,0.012,0.012,9.836,0.012,9.848,0.098,0.002,10.983,10.983,2011,0.162,0.16,0.002,0.002,1.274,0.002,1.276,0.013,0.0,1.423,1.423,0.106,1.437,1.414,1.276
2011-01-04,4.513,1.206,1.206,0.0,0.525,0.0,59.402,0.179,0,0.0,1.469,0.0,0.034,0.844,0.0,-0.985,0.844,0.0,0.844,0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0.109,0.0,0.109,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.034,1.315,0.0
2011-01-05,9.839,0.0,0.0,0.0,3.183,0.0,58.321,1.08,0,0.0,1.41,0.0,0.053,-20.532,4.341,4.341,0.0,0.0,0.0,0.0,20.015,0.844,20.859,0.2,0.127,20.532,20.532,2011,0.0,0.0,0.0,0.0,2.593,0.109,2.703,0.026,0.016,2.66,2.66,0.106,2.713,0.0,2.703
2011-01-06,8.577,0.0,0.0,0.0,2.034,0.0,57.643,0.678,0,0.0,1.354,0.0,0.063,-15.24,3.079,3.079,0.0,0.0,0.0,0.0,15.393,0.0,15.393,0.154,0.0,15.24,15.24,2011,0.0,0.0,0.0,0.0,1.994,0.0,1.994,0.02,0.0,1.974,1.974,0.107,2.037,0.0,1.994
2011-01-07,7.447,0.0,0.0,0.0,1.781,0.0,57.057,0.587,0,0.0,1.3,0.0,0.063,-9.648,1.949,1.949,0.0,0.0,0.0,0.0,9.745,0.0,9.745,0.097,0.0,9.648,9.648,2011,0.0,0.0,0.0,0.0,1.263,0.0,1.263,0.013,0.0,1.25,1.25,0.122,1.313,0.0,1.263
2011-01-08,8.913,0.0,0.0,0.0,2.49,0.0,56.245,0.812,0,0.0,1.248,0.0,0.058,-16.903,3.415,3.415,0.0,0.0,0.0,0.0,17.073,0.0,17.073,0.171,0.0,16.903,16.903,2011,0.0,0.0,0.0,0.0,2.212,0.0,2.212,0.022,0.0,2.19,2.19,0.123,2.248,0.0,2.212
2011-01-09,9.508,3.228,3.228,0.0,2.059,0.0,58.055,0.691,0,0.0,1.895,0.0,0.055,-19.847,4.009,4.009,3.228,3.228,0.0,0.0,20.047,0.0,20.047,0.2,0.0,23.075,23.075,2011,0.418,0.418,0.0,0.0,2.597,0.0,2.597,0.026,0.0,2.99,2.99,0.122,3.045,3.646,2.597
2011-01-10,9.536,0.024,0.024,0.0,2.562,0.0,57.223,0.85,0,0.0,1.824,0.0,0.059,-19.989,4.038,4.038,0.024,0.024,0.0,0.0,20.191,0.0,20.191,0.202,0.0,20.013,20.013,2011,0.003,0.003,0.0,0.0,2.616,0.0,2.616,0.026,0.0,2.593,2.593,0.112,2.652,0.027,2.616
2011-01-11,10.128,0.0,0.0,0.0,2.453,0.0,56.421,0.802,0,0.0,1.751,0.0,0.069,-22.917,4.63,4.63,0.0,0.0,0.0,0.0,23.149,0.0,23.149,0.231,0.0,22.917,22.917,2011,0.0,0.0,0.0,0.0,2.999,0.0,2.999,0.03,0.0,2.969,2.969,0.136,3.038,0.0,2.999
