TIMESTAMP,T2,RRR,PE
1/1/2015,14.826048,0,3.455
1/2/2015,15.384294,0,3.594
1/3/2015,13.670118,0,3.034
1/4/2015,11.511616,0.084092119,2.461
1/5/2015,12.495275,1.0387865,2.74
1/6/2015,13.257903,0.1218276,2.941
1/7/2015,12.804942,0.09065179,2.769
1/8/2015,11.268852,0,2.651
1/9/2015,13.509309,0,3.185
1/10/2015,14.591578,0,3.456
1/11/2015,14.839285,0,3.271
1/12/2015,11.871728,0.00025011,2.725
1/13/2015,15.191967,0,3.636
1/14/2015,13.894904,0,3.142
1/15/2015,15.72865,0,3.79
1/16/2015,16.903635,0,3.829
1/17/2015,18.621811,0,4.217
1/18/2015,20.193242,0,4.451
1/19/2015,20.748116,0,4.4
1/20/2015,20.378078,0,4.239
1/21/2015,19.758165,0,4.055
1/22/2015,21.231912,0,4.406
1/23/2015,19.653742,8.5819863,3.718
1/24/2015,11.657299,2.4241283,2.467
1/25/2015,11.257971,0.016727474,2.3
1/26/2015,12.60692,0.002034277,2.922
1/27/2015,12.841321,0,2.757
1/28/2015,13.221021,0.064783553,2.71
1/29/2015,14.060628,0.02969098,2.956
1/30/2015,16.199763,0.066955264,3.517
1/31/2015,16.414087,0.015960178,3.323
2/1/2015,16.222423,0.42727266,3.259
2/2/2015,15.520961,0.011500702,3.371
2/3/2015,14.838764,0,3.168
2/4/2015,13.502373,0,2.885
2/5/2015,14.645494,0,3.224
2/6/2015,16.145372,0,3.37
2/7/2015,15.337366,0,3.083
2/8/2015,13.933823,0,2.756
2/9/2015,18.270127,0,3.691
2/10/2015,17.512206,0,3.438
2/11/2015,17.838732,0,3.623
2/12/2015,15.649446,0,3.04
2/13/2015,15.769133,0,3.352
2/14/2015,16.84418,0,3.527
2/15/2015,18.998099,0,3.878
2/16/2015,15.029118,0,2.89
2/17/2015,16.47559,0,3.429
2/18/2015,16.805898,0,3.269
2/19/2015,17.391134,0,3.356
2/20/2015,22.101463,0,4.351
2/21/2015,20.307945,0,3.677
2/22/2015,18.872585,0,3.307
2/23/2015,19.150831,0,3.396
2/24/2015,17.735238,0,3.252
2/25/2015,14.996595,0,2.795
2/26/2015,11.825671,0,2.373
2/27/2015,13.507387,0,2.755
2/28/2015,15.604704,0,3.051
3/1/2015,15.68752,0,2.963
3/2/2015,18.322229,0,3.485
3/3/2015,17.267461,0,3.172
3/4/2015,16.277204,0,3.002
3/5/2015,16.131727,0,3.039
3/6/2015,15.801181,0,2.748
3/7/2015,11.911321,0,1.739
3/8/2015,11.186483,0.18268833,2.014
3/9/2015,13.375341,0,2.548
3/10/2015,15.556898,0,2.845
3/11/2015,16.233681,0,2.845
3/12/2015,16.279451,0,2.829
3/13/2015,15.2279,0,2.562
3/14/2015,16.152485,0,2.802
3/15/2015,17.316425,0,2.901
3/16/2015,17.827199,0,2.947
3/17/2015,18.647255,0,2.948
3/18/2015,12.700211,0,1.91
3/19/2015,15.337159,0,2.609
3/20/2015,13.265853,0,2.214
3/21/2015,14.032077,0,2.478
3/22/2015,14.067835,0,2.42
3/23/2015,17.303681,0,2.905
3/24/2015,15.93237,0,2.515
3/25/2015,14.178944,0,2.114
3/26/2015,14.601725,0,2.366
3/27/2015,14.719553,0,2.326
3/28/2015,13.827697,0,2.165
3/29/2015,14.836775,0,2.307
3/30/2015,14.541944,0,2.229
3/31/2015,13.68892,0,2.007
4/1/2015,17.533677,0,2.602
4/2/2015,10.529271,0.76633735,1.407
4/3/2015,10.856036,0,1.78
4/4/2015,9.8344105,0.31466934,1.555
4/5/2015,10.120829,0,1.692
4/6/2015,10.780872,5.1094072,1.55
4/7/2015,10.047721,0.007349608,1.758
4/8/2015,8.6101995,0.07054334,1.43
4/9/2015,7.7500711,6.89541E-05,1.456
4/10/2015,8.6110861,0.001546105,1.63
4/11/2015,12.646679,0,2.053
4/12/2015,12.678117,0,1.838
4/13/2015,9.6387294,0,1.363
4/14/2015,8.0591138,8.5606362,1.243
4/15/2015,5.4365535,55.930324,0.763
4/16/2015,5.8666782,74.074979,0.638
4/17/2015,6.0337493,81.856456,0.751
4/18/2015,5.1599239,35.620265,0.63
4/19/2015,4.280357,15.007709,0.751
4/20/2015,5.862742,0.003267273,1.312
4/21/2015,7.1899243,0,1.297
4/22/2015,6.4069264,0,1.276
4/23/2015,5.1275557,22.806328,1.014
4/24/2015,2.6238565,51.304427,0.578
4/25/2015,0.40096838,19.322323,0.504
4/26/2015,-1.0545613,0.90843336,0.657
4/27/2015,4.2142387,0,1.151
4/28/2015,7.9287154,0,1.358
4/29/2015,5.7424173,0,0.913
4/30/2015,7.0214115,0,1.109
5/1/2015,9.5325159,0.57712095,1.349
5/2/2015,5.1962003,27.8859,0.771
5/3/2015,5.556389,6.262384,0.785
5/4/2015,9.2040746,0,1.201
5/5/2015,8.9408911,0,1.154
5/6/2015,5.1501469,1.0345511,0.864
5/7/2015,3.8221118,0.000201631,0.895
5/8/2015,4.1167996,0,0.913
5/9/2015,2.7396288,0,0.784
5/10/2015,3.3035117,0,0.824
5/11/2015,3.841807,0,0.873
5/12/2015,3.3644235,3.208598,0.723
5/13/2015,3.2647454,0,0.821
5/14/2015,7.3214442,0.0036918,0.988
5/15/2015,3.0324755,8.4341902,0.62
5/16/2015,2.2852958,0.004192129,0.711
5/17/2015,6.3968417,0,1.007
5/18/2015,5.072024,0,0.77
5/19/2015,4.2040716,13.753658,0.817
5/20/2015,2.7669743,5.1769245,0.651
5/21/2015,3.2619751,2.3943319,0.712
5/22/2015,1.7299599,0.000244409,0.672
5/23/2015,5.5704017,0,1.003
5/24/2015,9.2821736,0,1.099
5/25/2015,7.6230411,0,0.941
5/26/2015,3.7977831,1.74118E-05,0.77
5/27/2015,3.8533425,0,0.795
5/28/2015,5.4496561,0,0.849
5/29/2015,4.5628866,12.14906,0.795
5/30/2015,0.96675733,22.707579,0.469
5/31/2015,0.1956828,2.7346202,0.574
6/1/2015,-1.1722274,2.9492679,0.498
6/2/2015,-2.2002435,1.0069108,0.396
6/3/2015,-1.5010703,34.884295,0.433
6/4/2015,-1.0873495,43.357032,0.322
6/5/2015,-2.0372209,3.7097503,0.435
6/6/2015,-3.6322612,0.017169675,0.416
6/7/2015,-1.0892394,0,0.572
6/8/2015,1.2752708,9.96853E-05,0.607
6/9/2015,0.87414242,7.74126E-05,0.565
6/10/2015,-1.5251445,0,0.459
6/11/2015,2.6004769,8.5313E-06,0.71
6/12/2015,4.0552073,0.000154055,0.691
6/13/2015,3.672513,4.9385809,0.637
6/14/2015,2.5836969,12.440926,0.582
6/15/2015,1.5753135,3.0928899,0.547
6/16/2015,2.259372,0.025167876,0.649
6/17/2015,3.9222541,0,0.817
6/18/2015,5.1169897,0,0.783
6/19/2015,3.5367992,0,0.7
6/20/2015,4.5758674,0,0.771
6/21/2015,2.4571104,0,0.644
6/22/2015,3.5887879,0,0.718
6/23/2015,6.0929894,0,0.841
6/24/2015,4.730503,0,0.739
6/25/2015,1.6736508,0.005547948,0.618
6/26/2015,3.1587014,0,0.68
6/27/2015,3.4971978,0,0.708
6/28/2015,3.7620263,0,0.705
6/29/2015,6.7583971,0,0.93
6/30/2015,7.0916308,0,0.876
7/1/2015,5.171965,0.004780815,0.723
7/2/2015,5.3095081,0,0.775
7/3/2015,2.6111193,5.7136344,0.658
7/4/2015,-0.59661445,2.7777312,0.509
7/5/2015,-0.85667751,0.034924775,0.561
7/6/2015,-0.85739472,0.00368439,0.539
7/7/2015,2.5393057,0,0.725
7/8/2015,5.7756064,0,0.866
7/9/2015,3.6387607,0,0.75
7/10/2015,0.62245422,0.022907691,0.628
7/11/2015,-1.3988151,31.816288,0.506
7/12/2015,-3.0843405,11.908767,0.373
7/13/2015,0.14308922,13.495189,0.603
7/14/2015,-1.8532018,35.836487,0.436
7/15/2015,-2.5940663,2.2748952,0.47
7/16/2015,-1.4554153,0.014602002,0.55
7/17/2015,2.7410252,0,0.802
7/18/2015,1.9208237,0,0.724
7/19/2015,-0.48208851,0,0.645
