,HBV_temp,HBV_prec,HBV_rain,HBV_snow,HBV_pe,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_refreezing,HBV_upper_gw,HBV_lower_gw,HBV_melt_off_glacier,Q_HBV,DDM_smb,pdd,DDM_temp,DDM_prec,DDM_rain,DDM_snow,DDM_accumulation_rate,DDM_ice_melt,DDM_snow_melt,DDM_total_melt,DDM_refreezing_ice,DDM_refreezing_snow,DDM_glacier_reservoir,Q_DDM,water_year,DDM_prec_updated_scaled,DDM_rain_updated_scaled,DDM_snow_updated_scaled,DDM_accumulation_rate_updated_scaled,DDM_ice_melt_updated_scaled,DDM_snow_melt_updated_scaled,DDM_total_melt_updated_scaled,DDM_refreezing_ice_updated_scaled,DDM_refreezing_snow_updated_scaled,DDM_glacier_reservoir_updated_scaled,Q_DDM_updated_scaled,Qobs,Q_Total,Prec_total,Melt_total
2016-01-01,13.069,0.0,0.0,0.0,2.786,0.0,63.997,0.0,0,0.0,0.0,0.0,0.0,-44.424,8.974,8.974,0.0,0.0,0.0,0.0,44.872,0.0,44.872,0.449,0.0,44.424,44.424,2016,0.0,0.0,0.0,0.0,2.931,0.0,2.931,0.029,0.0,2.902,2.902,3.794,2.902,0.0,2.931
2016-01-02,14.333,0.0,0.0,0.0,3.537,0.0,62.703,1.293,0,0.0,0.0,0.0,0.0,-50.678,10.238,10.238,0.0,0.0,0.0,0.0,51.189,0.0,51.189,0.512,0.0,50.678,50.678,2016,0.0,0.0,0.0,0.0,3.344,0.0,3.344,0.033,0.0,3.31,3.31,3.834,3.31,0.0,3.344
2016-01-03,14.361,0.0,0.0,0.0,3.047,0.0,61.612,1.092,0,0.0,0.0,0.0,0.0,-50.82,10.267,10.267,0.0,0.0,0.0,0.0,51.333,0.0,51.333,0.513,0.0,50.82,50.82,2016,0.0,0.0,0.0,0.0,3.353,0.0,3.353,0.034,0.0,3.32,3.32,3.854,3.32,0.0,3.353
2016-01-04,12.548,0.0,0.0,0.0,2.179,0.0,60.844,0.767,0,0.0,0.0,0.0,0.0,-41.845,8.454,8.454,0.0,0.0,0.0,0.0,42.268,0.0,42.268,0.423,0.0,41.845,41.845,2016,0.0,0.0,0.0,0.0,2.761,0.0,2.761,0.028,0.0,2.733,2.733,3.814,2.734,0.0,2.761
2016-01-05,13.342,0.0,0.0,0.0,3.265,0.0,59.709,1.135,0,0.0,0.0,0.0,0.0,-45.772,9.247,9.247,0.0,0.0,0.0,0.0,46.234,0.0,46.234,0.462,0.0,45.772,45.772,2016,0.0,0.0,0.0,0.0,3.02,0.0,3.02,0.03,0.0,2.99,2.99,3.377,2.99,0.0,3.02
2016-01-06,16.21,0.0,0.0,0.0,4.868,0.0,58.049,1.661,0,0.0,0.0,0.0,0.0,-59.969,12.115,12.115,0.0,0.0,0.0,0.0,60.574,0.0,60.574,0.606,0.0,59.969,59.969,2016,0.0,0.0,0.0,0.0,3.957,0.0,3.957,0.04,0.0,3.917,3.917,3.457,3.917,0.0,3.957
2016-01-07,15.117,0.0,0.0,0.0,4.049,0.0,56.706,1.343,0,0.0,0.0,0.0,0.0,-54.559,11.022,11.022,0.0,0.0,0.0,0.0,55.11,0.0,55.11,0.551,0.0,54.559,54.559,2016,0.0,0.0,0.0,0.0,3.6,0.0,3.6,0.036,0.0,3.564,3.564,3.616,3.564,0.0,3.6
2016-01-08,14.684,0.0,0.0,0.0,4.182,0.0,55.351,1.355,0,0.0,0.0,0.0,0.0,-52.415,10.589,10.589,0.0,0.0,0.0,0.0,52.944,0.0,52.944,0.529,0.0,52.415,52.415,2016,0.0,0.0,0.0,0.0,3.458,0.0,3.458,0.035,0.0,3.424,3.424,3.675,3.424,0.0,3.458
2016-01-09,12.611,0.0,0.0,0.0,3.2,0.0,54.338,1.012,0,0.0,0.0,0.0,0.0,-42.154,8.516,8.516,0.0,0.0,0.0,0.0,42.58,0.0,42.58,0.426,0.0,42.154,42.154,2016,0.0,0.0,0.0,0.0,2.781,0.0,2.781,0.028,0.0,2.754,2.754,3.775,2.754,0.0,2.781
2016-01-10,12.019,0.0,0.0,0.0,2.203,0.0,53.654,0.684,0,0.0,0.0,0.0,0.0,-39.225,7.924,7.924,0.0,0.0,0.0,0.0,39.621,0.0,39.621,0.396,0.0,39.225,39.225,2016,0.0,0.0,0.0,0.0,2.588,0.0,2.588,0.026,0.0,2.562,2.562,3.397,2.562,0.0,2.588
2016-01-11,12.773,0.264,0.264,0.0,2.505,0.0,53.09,0.771,0,0.0,0.054,0.0,0.0,-42.955,8.678,8.678,0.264,0.264,0.0,0.0,43.389,0.0,43.389,0.434,0.0,43.219,43.219,2016,0.017,0.017,0.0,0.0,2.834,0.0,2.834,0.028,0.0,2.823,2.823,3.139,2.823,0.281,2.834
2016-01-12,17.668,0.019,0.019,0.0,5.969,0.0,51.294,1.811,0,0.0,0.056,0.0,0.001,-67.188,13.573,13.573,0.019,0.019,0.0,0.0,67.866,0.0,67.866,0.679,0.0,67.207,67.207,2016,0.001,0.001,0.0,0.0,4.433,0.0,4.433,0.044,0.0,4.39,4.39,3.02,4.391,0.02,4.433
2016-01-13,18.54,0.0,0.0,0.0,6.905,0.0,49.27,2.024,0,0.0,0.054,0.0,0.002,-71.504,14.445,14.445,0.0,0.0,0.0,0.0,72.227,0.0,72.227,0.722,0.0,71.504,71.504,2016,0.0,0.0,0.0,0.0,4.718,0.0,4.718,0.047,0.0,4.671,4.671,3.357,4.673,0.0,4.718
2016-01-14,17.883,0.0,0.0,0.0,6.718,0.0,47.379,1.891,0,0.0,0.052,0.0,0.002,-68.253,13.788,13.788,0.0,0.0,0.0,0.0,68.942,0.0,68.942,0.689,0.0,68.253,68.253,2016,0.0,0.0,0.0,0.0,4.504,0.0,4.504,0.045,0.0,4.459,4.459,3.596,4.461,0.0,4.504
2016-01-15,16.492,0.0,0.0,0.0,5.233,0.0,45.962,1.417,0,0.0,0.05,0.0,0.003,-61.364,12.397,12.397,0.0,0.0,0.0,0.0,61.984,0.0,61.984,0.62,0.0,61.364,61.364,2016,0.0,0.0,0.0,0.0,4.049,0.0,4.049,0.04,0.0,4.009,4.009,3.735,4.011,0.0,4.049
2016-01-16,16.111,0.0,0.0,0.0,5.2,0.0,44.596,1.366,0,0.0,0.048,0.0,0.002,-59.481,12.016,12.016,0.0,0.0,0.0,0.0,60.081,0.0,60.081,0.601,0.0,59.481,59.481,2016,0.0,0.0,0.0,0.0,3.925,0.0,3.925,0.039,0.0,3.885,3.885,3.556,3.888,0.0,3.925
2016-01-17,16.603,0.0,0.0,0.0,5.52,0.0,43.19,1.407,0,0.0,0.046,0.0,0.002,-61.914,12.508,12.508,0.0,0.0,0.0,0.0,62.539,0.0,62.539,0.625,0.0,61.914,61.914,2016,0.0,0.0,0.0,0.0,4.085,0.0,4.085,0.041,0.0,4.044,4.044,3.596,4.046,0.0,4.085
2016-01-18,18.601,0.0,0.0,0.0,5.463,0.0,41.841,1.348,0,0.0,0.044,0.0,0.002,-71.804,14.506,14.506,0.0,0.0,0.0,0.0,72.529,0.0,72.529,0.725,0.0,71.804,71.804,2016,0.0,0.0,0.0,0.0,4.738,0.0,4.738,0.047,0.0,4.69,4.69,3.556,4.692,0.0,4.738
2016-01-19,18.856,0.0,0.0,0.0,5.231,0.0,40.591,1.251,0,0.0,0.042,0.0,0.002,-73.069,14.761,14.761,0.0,0.0,0.0,0.0,73.807,0.0,73.807,0.738,0.0,73.069,73.069,2016,0.0,0.0,0.0,0.0,4.821,0.0,4.821,0.048,0.0,4.773,4.773,3.556,4.775,0.0,4.821
2016-01-20,18.707,0.0,0.0,0.0,5.463,0.0,39.323,1.267,0,0.0,0.041,0.0,0.002,-72.328,14.612,14.612,0.0,0.0,0.0,0.0,73.059,0.0,73.059,0.731,0.0,72.328,72.328,2016,0.0,0.0,0.0,0.0,4.772,0.0,4.772,0.048,0.0,4.725,4.725,3.616,4.727,0.0,4.772
2016-01-21,21.01,0.003,0.003,0.0,7.06,0.0,37.739,1.587,0,0.0,0.039,0.0,0.002,-83.731,16.915,16.915,0.003,0.003,0.0,0.0,84.577,0.0,84.577,0.846,0.0,83.734,83.734,2016,0.0,0.0,0.0,0.0,5.525,0.0,5.525,0.055,0.0,5.47,5.47,3.695,5.472,0.003,5.525
2016-01-22,19.567,0.014,0.014,0.0,5.543,0.0,36.555,1.196,0,0.0,0.04,0.0,0.002,-76.587,15.472,15.472,0.014,0.014,0.0,0.0,77.361,0.0,77.361,0.774,0.0,76.601,76.601,2016,0.001,0.001,0.0,0.0,5.054,0.0,5.054,0.051,0.0,5.004,5.004,3.973,5.006,0.015,5.054
2016-01-23,17.521,0.012,0.012,0.0,3.983,0.0,35.733,0.832,0,0.0,0.04,0.0,0.002,-66.46,13.426,13.426,0.012,0.012,0.0,0.0,67.132,0.0,67.132,0.671,0.0,66.472,66.472,2016,0.001,0.001,0.0,0.0,4.385,0.0,4.385,0.044,0.0,4.342,4.342,4.053,4.344,0.012,4.385
2016-01-24,16.246,0.0,0.0,0.0,3.281,0.0,35.063,0.67,0,0.0,0.038,0.0,0.002,-60.147,12.151,12.151,0.0,0.0,0.0,0.0,60.754,0.0,60.754,0.608,0.0,60.147,60.147,2016,0.0,0.0,0.0,0.0,3.969,0.0,3.969,0.04,0.0,3.929,3.929,3.934,3.931,0.0,3.969
2016-01-25,16.698,0.001,0.001,0.0,3.814,0.0,34.3,0.764,0,0.0,0.037,0.0,0.002,-62.384,12.603,12.603,0.001,0.001,0.0,0.0,63.014,0.0,63.014,0.63,0.0,62.384,62.384,2016,0.0,0.0,0.0,0.0,4.116,0.0,4.116,0.041,0.0,4.075,4.075,3.914,4.077,0.001,4.116
2016-01-26,20.073,0.014,0.014,0.0,5.591,0.0,33.216,1.096,0,0.0,0.037,0.0,0.002,-79.094,15.979,15.979,0.014,0.014,0.0,0.0,79.893,0.0,79.893,0.799,0.0,79.108,79.108,2016,0.001,0.001,0.0,0.0,5.219,0.0,5.219,0.052,0.0,5.168,5.168,4.033,5.169,0.015,5.219
2016-01-27,20.94,0.008,0.008,0.0,6.068,0.0,32.071,1.152,0,0.0,0.037,0.0,0.002,-83.382,16.845,16.845,0.008,0.008,0.0,0.0,84.224,0.0,84.224,0.842,0.0,83.39,83.39,2016,0.001,0.001,0.0,0.0,5.502,0.0,5.502,0.055,0.0,5.447,5.447,3.814,5.449,0.009,5.502
2016-01-28,21.893,0.0,0.0,0.0,5.978,0.0,30.975,1.096,0,0.0,0.035,0.0,0.002,-88.099,17.798,17.798,0.0,0.0,0.0,0.0,88.988,0.0,88.988,0.89,0.0,88.099,88.099,2016,0.0,0.0,0.0,0.0,5.813,0.0,5.813,0.058,0.0,5.755,5.755,3.854,5.756,0.0,5.813
2016-01-29,21.923,0.0,0.0,0.0,6.544,0.0,29.817,1.158,0,0.0,0.034,0.0,0.002,-88.251,17.829,17.829,0.0,0.0,0.0,0.0,89.143,0.0,89.143,0.891,0.0,88.251,88.251,2016,0.0,0.0,0.0,0.0,5.823,0.0,5.823,0.058,0.0,5.765,5.765,4.033,5.766,0.0,5.823
2016-01-30,18.707,0.0,0.0,0.0,4.314,0.0,29.082,0.735,0,0.0,0.033,0.0,0.001,-72.331,14.612,14.612,0.0,0.0,0.0,0.0,73.061,0.0,73.061,0.731,0.0,72.331,72.331,2016,0.0,0.0,0.0,0.0,4.773,0.0,4.773,0.048,0.0,4.725,4.725,4.132,4.726,0.0,4.773
2016-01-31,15.159,0.247,0.247,0.0,2.21,0.0,28.931,0.37,0,0.0,0.059,0.0,0.001,-54.767,11.064,11.064,0.247,0.247,0.0,0.0,55.32,0.0,55.32,0.553,0.0,55.014,55.014,2016,0.016,0.016,0.0,0.0,3.614,0.0,3.614,0.036,0.0,3.594,3.594,4.073,3.595,0.263,3.614
2016-02-01,14.534,1.183,1.183,0.0,2.08,0.0,29.62,0.356,0,0.0,0.188,0.0,0.002,-51.673,10.439,10.439,1.183,1.183,0.0,0.0,52.195,0.0,52.195,0.522,0.0,52.856,52.856,2016,0.077,0.077,0.0,0.0,3.41,0.0,3.41,0.034,0.0,3.453,3.453,3.516,3.455,1.26,3.41
2016-02-02,14.446,0.0,0.0,0.0,2.288,0.0,29.233,0.387,0,0.0,0.18,0.0,0.004,-51.24,10.351,10.351,0.0,0.0,0.0,0.0,51.757,0.0,51.757,0.518,0.0,51.24,51.24,2016,0.0,0.0,0.0,0.0,3.381,0.0,3.381,0.034,0.0,3.347,3.347,3.278,3.351,0.0,3.381
2016-02-03,12.337,0.005,0.005,0.0,1.228,0.0,29.032,0.205,0,0.0,0.174,0.0,0.006,-40.797,8.242,8.242,0.005,0.005,0.0,0.0,41.21,0.0,41.21,0.412,0.0,40.802,40.802,2016,0.0,0.0,0.0,0.0,2.692,0.0,2.692,0.027,0.0,2.665,2.665,3.238,2.672,0.005,2.692
2016-02-04,10.105,8.913,8.913,0.0,0.21,0.0,36.866,0.044,0,0.0,1.16,0.0,0.01,-29.75,6.01,6.01,8.913,8.913,0.0,0.0,30.051,0.0,30.051,0.301,0.0,38.663,38.663,2016,0.582,0.582,0.0,0.0,1.963,0.0,1.963,0.02,0.0,2.526,2.526,3.059,2.536,9.495,1.963
2016-02-05,7.144,7.097,7.097,0.0,0.0,0.0,42.917,0.0,0,0.0,2.119,0.0,0.024,-15.095,3.049,3.049,7.097,7.097,0.0,0.0,15.247,0.0,15.247,0.152,0.0,22.192,22.192,2016,0.464,0.464,0.0,0.0,0.996,0.0,0.996,0.01,0.0,1.45,1.45,2.9,1.473,7.561,0.996
2016-02-06,13.934,0.001,0.001,0.0,2.038,0.0,42.418,0.5,0,0.0,2.034,0.0,0.049,-48.704,9.839,9.839,0.001,0.001,0.0,0.0,49.196,0.0,49.196,0.492,0.0,48.706,48.706,2016,0.0,0.0,0.0,0.0,3.214,0.0,3.214,0.032,0.0,3.182,3.182,2.801,3.231,0.002,3.214
2016-02-07,14.169,0.0,0.0,0.0,2.443,0.0,41.826,0.592,0,0.0,1.953,0.0,0.077,-49.866,10.074,10.074,0.0,0.0,0.0,0.0,50.37,0.0,50.37,0.504,0.0,49.866,49.866,2016,0.0,0.0,0.0,0.0,3.29,0.0,3.29,0.033,0.0,3.257,3.257,2.821,3.334,0.0,3.29
2016-02-08,12.541,0.0,0.0,0.0,2.176,0.0,41.306,0.52,0,0.0,1.875,0.0,0.09,-41.809,8.446,8.446,0.0,0.0,0.0,0.0,42.231,0.0,42.231,0.422,0.0,41.809,41.809,2016,0.0,0.0,0.0,0.0,2.759,0.0,2.759,0.028,0.0,2.731,2.731,2.94,2.821,0.0,2.759
2016-02-09,12.702,0.0,0.0,0.0,2.78,0.0,40.65,0.656,0,0.0,1.8,0.0,0.088,-42.606,8.607,8.607,0.0,0.0,0.0,0.0,43.036,0.0,43.036,0.43,0.0,42.606,42.606,2016,0.0,0.0,0.0,0.0,2.811,0.0,2.811,0.028,0.0,2.783,2.783,2.94,2.872,0.0,2.811
2016-02-10,12.98,0.0,0.0,0.0,3.046,0.0,39.942,0.708,0,0.0,1.728,0.0,0.08,-43.979,8.885,8.885,0.0,0.0,0.0,0.0,44.423,0.0,44.423,0.444,0.0,43.979,43.979,2016,0.0,0.0,0.0,0.0,2.902,0.0,2.902,0.029,0.0,2.873,2.873,3.0,2.953,0.0,2.902
2016-02-11,12.338,0.01,0.01,0.0,2.941,0.0,39.279,0.671,0,0.0,1.66,0.0,0.073,-40.806,8.244,8.244,0.01,0.01,0.0,0.0,41.218,0.0,41.218,0.412,0.0,40.815,40.815,2016,0.001,0.001,0.0,0.0,2.693,0.0,2.693,0.027,0.0,2.666,2.666,2.881,2.739,0.01,2.693
2016-02-12,13.345,0.0,0.0,0.0,2.084,0.0,38.811,0.468,0,0.0,1.594,0.0,0.069,-45.788,9.25,9.25,0.0,0.0,0.0,0.0,46.25,0.0,46.25,0.463,0.0,45.788,45.788,2016,0.0,0.0,0.0,0.0,3.021,0.0,3.021,0.03,0.0,2.991,2.991,2.881,3.06,0.0,3.021
2016-02-13,15.07,0.0,0.0,0.0,3.301,0.0,38.079,0.732,0,0.0,1.53,0.0,0.067,-54.328,10.975,10.975,0.0,0.0,0.0,0.0,54.877,0.0,54.877,0.549,0.0,54.328,54.328,2016,0.0,0.0,0.0,0.0,3.585,0.0,3.585,0.036,0.0,3.549,3.549,2.98,3.616,0.0,3.585
2016-02-14,14.187,1.028,1.028,0.0,1.68,0.0,38.577,0.374,0,0.0,1.619,0.0,0.066,-49.956,10.092,10.092,1.028,1.028,0.0,0.0,50.461,0.0,50.461,0.505,0.0,50.984,50.984,2016,0.067,0.067,0.0,0.0,3.296,0.0,3.296,0.033,0.0,3.33,3.33,3.02,3.397,1.095,3.296
2016-02-15,13.777,0.33,0.33,0.0,1.746,0.0,38.468,0.388,0,0.0,1.603,0.0,0.066,-47.929,9.683,9.683,0.33,0.33,0.0,0.0,48.413,0.0,48.413,0.484,0.0,48.258,48.258,2016,0.022,0.022,0.0,0.0,3.162,0.0,3.162,0.032,0.0,3.152,3.152,3.02,3.218,0.351,3.162
2016-02-16,12.639,0.077,0.077,0.0,1.531,0.0,38.196,0.337,0,0.0,1.55,0.0,0.066,-42.296,8.545,8.545,0.077,0.077,0.0,0.0,42.723,0.0,42.723,0.427,0.0,42.372,42.372,2016,0.005,0.005,0.0,0.0,2.791,0.0,2.791,0.028,0.0,2.768,2.768,3.04,2.834,0.082,2.791
2016-02-17,11.897,0.21,0.21,0.0,1.526,0.0,38.039,0.335,0,0.0,1.519,0.0,0.066,-38.619,7.802,7.802,0.21,0.21,0.0,0.0,39.009,0.0,39.009,0.39,0.0,38.829,38.829,2016,0.014,0.014,0.0,0.0,2.548,0.0,2.548,0.025,0.0,2.536,2.536,2.92,2.602,0.224,2.548
